lat,lon,elevation_m,depth_m
34.90001908,-117.80000775,694.9865,-0.0014
34.90001272,-117.80000000,695.0041,-0.0014
34.90000636,-117.79999225,694.9907,0.0032
34.90000000,-117.79998449,695.0025,0.0048
34.89999364,-117.79997674,694.9763,0.0048
34.89998728,-117.79996899,694.9884,0.0061
34.89998092,-117.79996123,694.9961,-0.0008
34.89997456,-117.79995348,695.0180,-0.0118
34.89996820,-117.79994572,695.0229,-0.0273
34.89996185,-117.79993797,694.9735,0.0226
34.89995549,-117.79993022,694.9841,-0.0028
34.89994913,-117.79992246,695.0129,-0.0028
34.89994277,-117.79991471,694.9602,0.0351
34.89993641,-117.79990696,694.9907,0.0043
34.89993005,-117.79989920,694.9981,0.0061
34.89992369,-117.79989145,695.0251,-0.0296
34.89991733,-117.79988370,695.0138,-0.0185
34.89991097,-117.79987594,694.9935,0.0032
34.89990461,-117.79986819,694.9926,0.0032
34.89989825,-117.79986043,694.9950,0.0013
34.89989189,-117.79985268,695.0305,-0.0334
34.89988554,-117.79984493,694.9914,0.0030
34.89987918,-117.79983717,694.9939,0.0037
34.90013990,-117.80013957,695.0071,-0.0070
34.90013354,-117.80013181,694.9976,0.0024
34.90012718,-117.80012406,694.9961,0.0040
34.90012082,-117.80011630,694.9777,0.0325
34.90011446,-117.80010855,694.9998,0.0001
34.90010811,-117.80010080,694.9911,0.0086
34.90010175,-117.80009304,695.0233,-0.0197
34.90009539,-117.80008529,695.0131,-0.0135
34.90008903,-117.80007754,694.9995,0.0001
34.90008267,-117.80006978,695.0134,-0.0140
34.90007631,-117.80006203,694.9932,0.0182
34.90006995,-117.80005428,695.0210,-0.0216
34.90006359,-117.80004652,694.9999,-0.0016
34.90005723,-117.80003877,695.0117,-0.0072
34.90005087,-117.80003101,694.9742,0.0227
34.90004451,-117.80002326,695.0069,-0.0111
34.90003815,-117.80001551,694.9662,0.0283
34.90003180,-117.80000775,694.9593,0.0039
34.90002544,-117.80000000,694.9939,0.0003
34.90001908,-117.79999225,694.9820,0.0119
34.90001272,-117.79998449,695.0033,0.0005
34.90000636,-117.79997674,695.0449,-0.0509
34.90000000,-117.79996899,694.9834,0.0116
34.89999364,-117.79996123,694.9875,-0.0109
34.89998728,-117.79995348,695.0041,-0.0088
34.89998092,-117.79994572,695.0099,-0.0140
34.89997456,-117.79993797,694.9965,-0.0004
34.89996820,-117.79993022,694.9959,0.0051
34.89996185,-117.79992246,695.0140,-0.0179
34.89995549,-117.79991471,695.0104,-0.0145
34.89994913,-117.79990696,694.9793,0.0057
34.89994277,-117.79989920,694.9984,-0.0031
34.89993641,-117.79989145,695.0007,-0.0054
34.89993005,-117.79988370,694.9789,0.0167
34.89992369,-117.79987594,695.0052,0.0014
34.89991733,-117.79986819,694.9828,0.0125
34.89991097,-117.79986043,695.0194,-0.0232
34.89990461,-117.79985268,695.0039,0.0051
34.89989825,-117.79984493,695.0018,-0.0049
34.89989189,-117.79983717,694.9882,0.0092
34.89988554,-117.79982942,694.9976,0.0000
34.90014626,-117.80013181,694.9600,0.0400
34.90013990,-117.80012406,694.9774,0.0227
34.90013354,-117.80011630,695.0073,-0.0072
34.90012718,-117.80010855,694.9574,0.0325
34.90012082,-117.80010080,695.0169,-0.0170
34.90011446,-117.80009304,694.9651,0.0348
34.90010811,-117.80008529,695.0151,-0.0197
34.90010175,-117.80007754,694.9831,0.0165
34.90009539,-117.80006978,695.0156,-0.0160
34.90008903,-117.80006203,695.0026,-0.0032
34.90008267,-117.80005428,694.9693,0.0182
34.90007631,-117.80004652,695.0250,-0.0256
34.90006995,-117.80003877,695.0288,-0.0299
34.90006359,-117.80003101,694.9987,-0.0072
34.90005723,-117.80002326,694.9945,0.0031
34.90005087,-117.80001551,694.9968,-0.0002
34.90004451,-117.80000775,694.9805,0.0153
34.90003815,-117.80000000,695.0220,0.0039
34.90003180,-117.79999225,694.9891,0.0057
34.90002544,-117.79998449,694.9990,-0.0045
34.90001908,-117.79997674,694.9841,0.0005
34.90001272,-117.79996899,694.9875,0.0071
34.90000636,-117.79996123,694.9744,0.0208
34.90000000,-117.79995348,695.0251,-0.0109
34.89999364,-117.79994572,694.9969,-0.0010
34.89998728,-117.79993797,695.0193,-0.0232
34.89998092,-117.79993022,695.0003,-0.0041
34.89997456,-117.79992246,694.9861,0.0051
34.89996820,-117.79991471,694.9935,0.0026
34.89996185,-117.79990696,694.9888,0.0071
34.89995549,-117.79989920,695.0002,0.0057
34.89994913,-117.79989145,694.9925,0.0031
34.89994277,-117.79988370,694.9940,0.0013
34.89993641,-117.79987594,694.9724,0.0229
34.89993005,-117.79986819,694.9839,0.0014
34.89992369,-117.79986043,695.0331,-0.0371
34.89991733,-117.79985268,694.9866,0.0096
34.89991097,-117.79984493,694.9789,0.0051
34.89990461,-117.79983717,695.0067,-0.0099
34.89989825,-117.79982942,695.0281,-0.0312
34.89989189,-117.79982167,694.9709,0.0267
34.90015262,-117.80012406,694.9958,0.0042
34.90014626,-117.80011630,694.9874,0.0240
34.90013990,-117.80010855,694.9648,0.0240
34.90013354,-117.80010080,695.0147,-0.0147
34.90012718,-117.80009304,694.9995,-0.0006
34.90012082,-117.80008529,695.0014,-0.0006
34.90011446,-117.80007754,694.9850,0.0150
34.90010811,-117.80006978,695.0091,-0.0095
34.90010175,-117.80006203,694.9892,0.0261
34.90009539,-117.80005428,694.9971,0.0024
34.90008903,-117.80004652,694.9778,0.0216
34.90008267,-117.80003877,694.9757,-0.0018
34.90007631,-117.80003101,695.0267,-0.0018
34.90006995,-117.80002326,694.9899,0.0088
34.90006359,-117.80001551,695.0058,-0.0087
34.90005723,-117.80000775,694.9993,-0.0009
34.90005087,-117.80000000,694.9912,0.0054
34.90004451,-117.79999225,694.9898,0.0060
34.90003815,-117.79998449,695.0126,-0.0083
34.90003180,-117.79997674,694.9940,-0.0083
34.90002544,-117.79996899,694.9970,-0.0020
34.90001908,-117.79996123,695.0004,-0.0168
34.90001272,-117.79995348,695.0235,-0.0168
34.90000636,-117.79994572,695.0136,-0.0180
34.90000000,-117.79993797,695.0077,-0.0115
34.89999364,-117.79993022,694.9887,-0.0001
34.89998728,-117.79992246,694.9724,0.0238
34.89998092,-117.79991471,695.0190,-0.0228
34.89997456,-117.79990696,695.0193,-0.0127
34.89996820,-117.79989920,694.9972,-0.0127
34.89996185,-117.79989145,695.0108,-0.0150
34.89995549,-117.79988370,695.0156,-0.0201
34.89994913,-117.79987594,695.0166,-0.0119
34.89994277,-117.79986819,695.0184,-0.0231
34.89993641,-117.79986043,694.9909,0.0044
34.89993005,-117.79985268,695.0303,-0.0063
34.89992369,-117.79984493,694.9751,-0.0063
34.89991733,-117.79983717,695.0172,-0.0209
34.89991097,-117.79982942,695.0099,-0.0168
34.89990461,-117.79982167,695.0175,-0.0168
34.89989825,-117.79981391,695.0376,-0.0406
34.90015898,-117.80011630,695.0297,-0.0297
34.90015262,-117.80010855,694.9771,0.0229
34.90014626,-117.80010080,694.9662,0.0337
34.90013990,-117.80009304,695.0163,0.0114
34.90013354,-117.80008529,694.9797,0.0202
34.90012718,-117.80007754,694.9998,0.0002
34.90012082,-117.80006978,695.0168,-0.0169
34.90011446,-117.80006203,694.9671,0.0324
34.90010811,-117.80005428,694.9578,0.0261
34.90010175,-117.80004652,695.0052,-0.0056
34.90009539,-117.80003877,695.0009,-0.0014
34.90008903,-117.80003101,694.9951,0.0043
34.90008267,-117.80002326,695.0008,-0.0017
34.90007631,-117.80001551,694.9828,0.0159
34.90006995,-117.80000775,694.9697,0.0284
34.90006359,-117.80000000,694.9967,-0.0009
34.90005723,-117.79999225,694.9806,0.0164
34.90005087,-117.79998449,694.9671,0.0297
34.90004451,-117.79997674,695.0101,-0.0143
34.90003815,-117.79996899,694.9988,-0.0035
34.90003180,-117.79996123,695.0081,-0.0018
34.90002544,-117.79995348,694.9802,0.0151
34.90001908,-117.79994572,694.9868,0.0085
34.90001272,-117.79993797,694.9800,0.0157
34.90000636,-117.79993022,694.9823,0.0138
34.90000000,-117.79992246,695.0039,-0.0001
34.89999364,-117.79991471,694.9843,0.0119
34.89998728,-117.79990696,695.0071,-0.0113
34.89998092,-117.79989920,695.0068,-0.0108
34.89997456,-117.79989145,695.0405,-0.0450
34.89996820,-117.79988370,694.9721,0.0234
34.89996185,-117.79987594,695.0178,-0.0220
34.89995549,-117.79986819,694.9982,-0.0119
34.89994913,-117.79986043,694.9997,-0.0041
34.89994277,-117.79985268,694.9710,0.0247
34.89993641,-117.79984493,694.9908,0.0052
34.89993005,-117.79983717,695.0149,-0.0183
34.89992369,-117.79982942,694.9984,-0.0005
34.89991733,-117.79982167,695.0016,-0.0048
34.89991097,-117.79981391,694.9942,0.0027
34.89990461,-117.79980616,695.0231,-0.0262
34.90016534,-117.80010855,694.9996,0.0005
34.90015898,-117.80010080,694.9560,0.0440
34.90015262,-117.80009304,694.9862,0.0138
34.90014626,-117.80008529,694.9606,0.0114
34.90013990,-117.80007754,694.9350,0.0649
34.90013354,-117.80006978,694.9894,0.0105
34.90012718,-117.80006203,695.0267,-0.0140
34.90012082,-117.80005428,695.0009,-0.0140
34.90011446,-117.80004652,694.9765,0.0230
34.90010811,-117.80003877,694.9812,-0.0023
34.90010175,-117.80003101,695.0226,-0.0023
34.90009539,-117.80002326,695.0032,-0.0037
34.90008903,-117.80001551,695.0010,-0.0019
34.90008267,-117.80000775,694.9989,-0.0013
34.90007631,-117.80000000,695.0008,-0.0013
34.90006995,-117.79999225,695.0161,-0.0182
34.90006359,-117.79998449,695.0111,-0.0107
34.90005723,-117.79997674,695.0043,-0.0107
34.90005087,-117.79996899,694.9791,0.0178
34.90004451,-117.79996123,695.0102,-0.0140
34.90003815,-117.79995348,694.9863,-0.0018
34.90003180,-117.79994572,695.0219,-0.0263
34.90002544,-117.79993797,694.9746,0.0213
34.90001908,-117.79993022,694.9972,-0.0026
34.90001272,-117.79992246,694.9999,-0.0026
34.90000636,-117.79991471,694.9735,0.0227
34.90000000,-117.79990696,695.0344,-0.0358
34.89999364,-117.79989920,695.0292,-0.0358
34.89998728,-117.79989145,694.9907,0.0048
34.89998092,-117.79988370,695.0154,-0.0195
34.89997456,-117.79987594,695.0076,0.0179
34.89996820,-117.79986819,694.9477,0.0179
34.89996185,-117.79986043,695.0050,-0.0094
34.89995549,-117.79985268,694.9988,-0.0041
34.89994913,-117.79984493,695.0017,-0.0041
34.89994277,-117.79983717,694.9785,0.0176
34.89993641,-117.79982942,694.9946,0.0022
34.89993005,-117.79982167,694.9964,-0.0005
34.89992369,-117.79981391,695.0238,-0.0269
34.89991733,-117.79980616,695.0067,-0.0098
34.89991097,-117.79979841,694.9999,-0.0028
34.90017170,-117.80010080,695.0306,-0.0306
34.90016534,-117.80009304,694.9889,-0.0146
34.90015898,-117.80008529,694.9922,0.0078
34.90015262,-117.80007754,694.9637,0.0362
34.90014626,-117.80006978,695.0314,-0.0315
34.90013990,-117.80006203,695.0193,-0.0129
34.90013354,-117.80005428,695.0183,-0.0184
34.90012718,-117.80004652,695.0134,-0.0138
34.90012082,-117.80003877,695.0022,-0.0143
34.90011446,-117.80003101,695.0043,-0.0047
34.90010811,-117.80002326,694.9950,0.0046
34.90010175,-117.80001551,694.9959,0.0035
34.90009539,-117.80000775,695.0011,-0.0017
34.90008903,-117.80000000,695.0302,-0.0313
34.90008267,-117.79999225,695.0111,-0.0127
34.90007631,-117.79998449,694.9988,0.0009
34.90006995,-117.79997674,694.9884,0.0092
34.90006359,-117.79996899,694.9873,0.0097
34.90005723,-117.79996123,695.0321,-0.0193
34.90005087,-117.79995348,695.0101,-0.0132
34.90004451,-117.79994572,695.0014,-0.0051
34.90003815,-117.79993797,694.9931,0.0028
34.90003180,-117.79993022,694.9778,0.0156
34.90002544,-117.79992246,694.9987,-0.0026
34.90001908,-117.79991471,695.0175,-0.0214
34.90001272,-117.79990696,694.9921,0.0016
34.90000636,-117.79989920,694.9955,0.0004
34.90000000,-117.79989145,694.9956,0.0000
34.89999364,-117.79988370,695.0022,-0.0067
34.89998728,-117.79987594,694.9681,0.0274
34.89998092,-117.79986819,694.9953,0.0007
34.89997456,-117.79986043,694.9829,0.0126
34.89996820,-117.79985268,695.0177,-0.0179
34.89996185,-117.79984493,694.9846,0.0115
34.89995549,-117.79983717,695.0115,-0.0152
34.89994913,-117.79982942,695.0305,-0.0190
34.89994277,-117.79982167,694.9937,0.0030
34.89993641,-117.79981391,694.9880,0.0089
34.89993005,-117.79980616,695.0038,-0.0070
34.89992369,-117.79979841,695.0000,0.0110
34.89991733,-117.79979065,694.9801,0.0167
34.90017806,-117.80009304,695.0092,-0.0092
34.90017170,-117.80008529,695.0403,-0.0146
34.90016534,-117.80007754,694.9948,0.0052
34.90015898,-117.80006978,694.9959,0.0040
34.90015262,-117.80006203,694.9791,0.0208
34.90014626,-117.80005428,695.0064,-0.0129
34.90013990,-117.80004652,694.9751,0.0249
34.90013354,-117.80003877,694.9779,0.0220
34.90012718,-117.80003101,695.0256,-0.0143
34.90012082,-117.80002326,694.9819,0.0177
34.90011446,-117.80001551,695.0216,-0.0221
34.90010811,-117.80000775,695.0305,-0.0184
34.90010175,-117.80000000,695.0052,-0.0184
34.90009539,-117.79999225,695.0111,-0.0119
34.90008903,-117.79998449,695.0390,-0.0404
34.90008267,-117.79997674,694.9961,0.0009
34.90007631,-117.79996899,694.9881,0.0100
34.90006995,-117.79996123,694.9729,0.0250
34.90006359,-117.79995348,695.0008,-0.0193
34.90005723,-117.79994572,695.0296,-0.0324
34.90005087,-117.79993797,695.0192,-0.0223
34.90004451,-117.79993022,694.9812,0.0152
34.90003815,-117.79992246,694.9829,0.0156
34.90003180,-117.79991471,694.9899,0.0062
34.90002544,-117.79990696,695.0058,-0.0099
34.90001908,-117.79989920,694.9959,0.0016
34.90001272,-117.79989145,695.0043,-0.0090
34.90000636,-117.79988370,695.0059,-0.0105
34.90000000,-117.79987594,694.9940,-0.0011
34.89999364,-117.79986819,694.9992,-0.0011
34.89998728,-117.79986043,695.0041,-0.0087
34.89998092,-117.79985268,694.9983,-0.0022
34.89997456,-117.79984493,695.0101,-0.0179
34.89996820,-117.79983717,695.0374,-0.0412
34.89996185,-117.79982942,695.0118,-0.0151
34.89995549,-117.79982167,695.0011,-0.0190
34.89994913,-117.79981391,694.9663,0.0306
34.89994277,-117.79980616,695.0078,-0.0109
34.89993641,-117.79979841,694.9611,0.0358
34.89993005,-117.79979065,694.9718,0.0110
34.89992369,-117.79978290,695.0171,-0.0200
34.90018442,-117.80008529,695.0141,-0.0141
34.90017806,-117.80007754,694.9970,0.0030
34.90017170,-117.80006978,694.9658,0.0341
34.90016534,-117.80006203,694.9926,0.0075
34.90015898,-117.80005428,694.9864,0.0135
34.90015262,-117.80004652,695.0127,-0.0128
34.90014626,-117.80003877,695.0452,-0.0248
34.90013990,-117.80003101,695.0043,-0.0248
34.90013354,-117.80002326,694.9844,0.0154
34.90012718,-117.80001551,694.9766,0.0230
34.90012082,-117.80000775,694.9989,-0.0015
34.90011446,-117.80000000,694.9965,0.0031
34.90010811,-117.79999225,694.9770,0.0224
34.90010175,-117.79998449,695.0023,-0.0118
34.90009539,-117.79997674,694.9770,0.0221
34.90008903,-117.79996899,695.0222,-0.0237
34.90008267,-117.79996123,695.0213,-0.0232
34.90007631,-117.79995348,695.0217,-0.0232
34.90006995,-117.79994572,694.9905,0.0074
34.90006359,-117.79993797,695.0103,-0.0133
34.90005723,-117.79993022,694.9974,-0.0013
34.90005087,-117.79992246,694.9922,0.0046
34.90004451,-117.79991471,694.9932,0.0031
34.90003815,-117.79990696,694.9740,0.0234
34.90003180,-117.79989920,694.9711,0.0234
34.90002544,-117.79989145,695.0159,-0.0204
34.90001908,-117.79988370,694.9962,-0.0009
34.90001272,-117.79987594,695.0043,-0.0157
34.90000636,-117.79986819,695.0200,-0.0247
34.90000000,-117.79986043,694.9653,0.0301
34.89999364,-117.79985268,694.9843,0.0102
34.89998728,-117.79984493,695.0035,-0.0076
34.89998092,-117.79983717,695.0078,-0.0115
34.89997456,-117.79982942,694.9925,-0.0098
34.89996820,-117.79982167,695.0206,-0.0098
34.89996185,-117.79981391,695.0042,-0.0074
34.89995549,-117.79980616,694.9757,0.0211
34.89994913,-117.79979841,694.9814,0.0084
34.89994277,-117.79979065,695.0161,-0.0193
34.89993641,-117.79978290,695.0093,-0.0124
34.89993005,-117.79977514,694.9620,0.0356
34.90019077,-117.80007754,695.0270,-0.0269
34.90018442,-117.80006978,695.0120,-0.0119
34.90017806,-117.80006203,695.0269,-0.0270
34.90017170,-117.80005428,694.9923,0.0075
34.90016534,-117.80004652,694.9941,0.0058
34.90015898,-117.80003877,694.9775,0.0224
34.90015262,-117.80003101,695.0507,-0.0508
34.90014626,-117.80002326,694.9965,0.0034
34.90013990,-117.80001551,695.0318,-0.0318
34.90013354,-117.80000775,694.9871,0.0125
34.90012718,-117.80000000,695.0033,-0.0015
34.90012082,-117.79999225,694.9666,0.0329
34.90011446,-117.79998449,694.9923,0.0071
34.90010811,-117.79997674,695.0197,-0.0118
34.90010175,-117.79996899,694.9750,0.0242
34.90009539,-117.79996123,695.0214,-0.0224
34.90008903,-117.79995348,695.0067,-0.0081
34.90008267,-117.79994572,694.9791,0.0192
34.90007631,-117.79993797,694.9900,0.0080
34.90006995,-117.79993022,694.9908,0.0062
34.90006359,-117.79992246,694.9990,-0.0013
34.90005723,-117.79991471,694.9893,0.0076
34.90005087,-117.79990696,694.9835,0.0133
34.90004451,-117.79989920,694.9939,0.0024
34.90003815,-117.79989145,694.9795,0.0163
34.90003180,-117.79988370,694.9742,0.0217
34.90002544,-117.79987594,694.9990,-0.0035
34.90001908,-117.79986819,695.0177,-0.0157
34.90001272,-117.79986043,694.9694,0.0259
34.90000636,-117.79985268,695.0001,-0.0045
34.90000000,-117.79984493,694.9870,0.0102
34.89999364,-117.79983717,694.9805,0.0156
34.89998728,-117.79982942,695.0171,-0.0208
34.89998092,-117.79982167,694.9896,0.0071
34.89997456,-117.79981391,695.0300,-0.0331
34.89996820,-117.79980616,694.9844,0.0124
34.89996185,-117.79979841,695.0077,-0.0109
34.89995549,-117.79979065,694.9955,0.0084
34.89994913,-117.79978290,694.9849,0.0120
34.89994277,-117.79977514,695.0118,-0.0141
34.89993641,-117.79976739,694.9969,0.0007
34.90019713,-117.80006978,695.0121,-0.0120
34.90019077,-117.80006203,694.9991,0.0114
34.90018442,-117.80005428,694.9783,0.0114
34.90017806,-117.80004652,694.9980,0.0020
34.90017170,-117.80003877,695.0010,-0.0102
34.90016534,-117.80003101,695.0192,-0.0102
34.90015898,-117.80002326,694.9819,0.0180
34.90015262,-117.80001551,694.9992,0.0007
34.90014626,-117.80000775,694.9656,0.0106
34.90013990,-117.80000000,695.0130,0.0106
34.90013354,-117.79999225,694.9784,0.0212
34.90012718,-117.79998449,694.9639,0.0181
34.90012082,-117.79997674,694.9988,0.0181
34.90011446,-117.79996899,695.0221,-0.0227
34.90010811,-117.79996123,694.9695,0.0254
34.90010175,-117.79995348,694.9782,0.0254
34.90009539,-117.79994572,694.9851,0.0138
34.90008903,-117.79993797,694.9774,0.0208
34.90008267,-117.79993022,695.0076,0.0017
34.90007631,-117.79992246,694.9839,0.0017
34.90006995,-117.79991471,694.9856,0.0114
34.90006359,-117.79990696,695.0117,-0.0015
34.90005723,-117.79989920,694.9849,-0.0015
34.90005087,-117.79989145,695.0087,-0.0119
34.90004451,-117.79988370,694.9806,0.0157
34.90003815,-117.79987594,694.9758,0.0264
34.90003180,-117.79986819,694.9633,0.0264
34.90002544,-117.79986043,695.0372,-0.0418
34.90001908,-117.79985268,694.9936,-0.0037
34.90001272,-117.79984493,695.0049,-0.0037
34.90000636,-117.79983717,694.9994,-0.0035
34.90000000,-117.79982942,695.0032,-0.0058
34.89999364,-117.79982167,695.0010,-0.0058
34.89998728,-117.79981391,695.0382,-0.0413
34.89998092,-117.79980616,694.9792,0.0176
34.89997456,-117.79979841,694.9689,0.0225
34.89996820,-117.79979065,694.9798,0.0225
34.89996185,-117.79978290,694.9733,0.0235
34.89995549,-117.79977514,695.0149,-0.0180
34.89994913,-117.79976739,695.0164,-0.0180
34.89994277,-117.79975964,694.9808,0.0169
34.90020349,-117.80006203,694.9722,0.0278
34.90019713,-117.80005428,694.9929,0.0071
34.90019077,-117.80004652,695.0278,-0.0278
34.90018442,-117.80003877,694.9436,0.0416
34.90017806,-117.80003101,695.0105,-0.0106
34.90017170,-117.80002326,694.9785,0.0214
34.90016534,-117.80001551,695.0208,-0.0209
34.90015898,-117.80000775,694.9784,0.0215
34.90015262,-117.80000000,694.9943,0.0056
34.90014626,-117.79999225,694.9699,0.0299
34.90013990,-117.79998449,694.9805,0.0138
34.90013354,-117.79997674,695.0277,-0.0281
34.90012718,-117.79996899,695.0164,-0.0170
34.90012082,-117.79996123,694.9920,0.0061
34.90011446,-117.79995348,694.9826,0.0168
34.90010811,-117.79994572,694.9621,0.0371
34.90010175,-117.79993797,694.9921,0.0067
34.90009539,-117.79993022,694.9994,-0.0011
34.90008903,-117.79992246,694.9983,-0.0004
34.90008267,-117.79991471,694.9981,-0.0009
34.90007631,-117.79990696,694.9776,0.0128
34.90006995,-117.79989920,694.9987,-0.0018
34.90006359,-117.79989145,694.9992,-0.0024
34.90005723,-117.79988370,695.0258,-0.0289
34.90005087,-117.79987594,695.0373,-0.0404
34.90004451,-117.79986819,694.9973,-0.0009
34.90003815,-117.79986043,694.9847,0.0111
34.90003180,-117.79985268,694.9987,0.0034
34.90002544,-117.79984493,694.9878,0.0081
34.90001908,-117.79983717,694.9852,0.0105
34.90001272,-117.79982942,694.9988,-0.0076
34.90000636,-117.79982167,694.9791,0.0171
34.90000000,-117.79981391,695.0121,-0.0153
34.89999364,-117.79980616,694.9979,-0.0011
34.89998728,-117.79979841,695.0050,-0.0081
34.89998092,-117.79979065,694.9963,0.0005
34.89997456,-117.79978290,694.9855,0.0114
34.89996820,-117.79977514,694.9810,0.0221
34.89996185,-117.79976739,694.9953,0.0019
34.89995549,-117.79975964,694.9890,0.0086
34.89994913,-117.79975188,695.0047,-0.0071
34.90020985,-117.80005428,694.9999,0.0013
34.90020349,-117.80004652,694.9728,0.0273
34.90019713,-117.80003877,695.0013,-0.0013
34.90019077,-117.80003101,694.9731,0.0416
34.90018442,-117.80002326,694.9877,0.0124
34.90017806,-117.80001551,694.9941,0.0058
34.90017170,-117.80000775,694.9585,0.0197
34.90016534,-117.80000000,695.0018,0.0197
34.90015898,-117.79999225,695.0030,-0.0031
34.90015262,-117.79998449,694.9968,0.0031
34.90014626,-117.79997674,694.9915,0.0138
34.90013990,-117.79996899,694.9925,0.0072
34.90013354,-117.79996123,694.9805,0.0191
34.90012718,-117.79995348,694.9946,0.0061
34.90012082,-117.79994572,694.9889,0.0105
34.90011446,-117.79993797,695.0018,-0.0027
34.90010811,-117.79993022,694.9759,0.0083
34.90010175,-117.79992246,695.0047,0.0083
34.90009539,-117.79991471,695.0029,-0.0047
34.90008903,-117.79990696,694.9972,0.0001
34.90008267,-117.79989920,694.9912,0.0128
34.90007631,-117.79989145,695.0110,-0.0139
34.90006995,-117.79988370,694.9667,0.0304
34.90006359,-117.79987594,695.0092,-0.0101
34.90005723,-117.79986819,695.0049,-0.0101
34.90005087,-117.79986043,695.0057,-0.0089
34.90004451,-117.79985268,695.0077,-0.0112
34.90003815,-117.79984493,694.9869,0.0034
34.90003180,-117.79983717,694.9948,0.0015
34.90002544,-117.79982942,695.0127,-0.0164
34.90001908,-117.79982167,695.0086,-0.0076
34.90001272,-117.79981391,695.0041,-0.0075
34.90000636,-117.79980616,694.9697,0.0271
34.90000000,-117.79979841,695.0108,-0.0202
34.89999364,-117.79979065,695.0234,-0.0202
34.89998728,-117.79978290,695.0202,-0.0233
34.89998092,-117.79977514,695.0047,-0.0076
34.89997456,-117.79976739,694.9688,0.0221
34.89996820,-117.79975964,695.0189,-0.0212
34.89996185,-117.79975188,694.9971,0.0006
34.89995549,-117.79974413,694.9493,0.0483
34.90021621,-117.80004652,695.0075,-0.0063
34.90020985,-117.80003877,694.9702,0.0174
34.90020349,-117.80003101,694.9741,0.0260
34.90019713,-117.80002326,694.9873,0.0127
34.90019077,-117.80001551,695.0255,-0.0254
34.90018442,-117.80000775,694.9926,-0.0077
34.90017806,-117.80000000,695.0054,-0.0055
34.90017170,-117.79999225,695.0350,-0.0350
34.90016534,-117.79998449,695.0319,-0.0239
34.90015898,-117.79997674,694.9979,0.0020
34.90015262,-117.79996899,694.9952,0.0047
34.90014626,-117.79996123,694.9748,0.0194
34.90013990,-117.79995348,694.9861,0.0194
34.90013354,-117.79994572,695.0085,-0.0091
34.90012718,-117.79993797,695.0079,-0.0086
34.90012082,-117.79993022,695.0022,-0.0040
34.90011446,-117.79992246,695.0199,-0.0209
34.90010811,-117.79991471,694.9846,0.0138
34.90010175,-117.79990696,694.9989,-0.0159
34.90009539,-117.79989920,695.0146,-0.0167
